,0,1,2,3,4,5
0,7.5096235,1.9255846,5.334897,2.1106,4.921533,2.126025
1,7.5096216,1.1284696,5.3337355,-0.22895016,4.9191327,1.114442
2,7.509623,1.6966826,5.3346486,1.3887849,4.9210153,1.8405563
3,7.509616,0.42232034,5.3319616,-1.6060315,4.915531,0.23402153
4,7.509621,1.0892224,5.3336573,-0.3202364,4.918968,1.064564
5,7.509623,1.373258,5.3341866,0.39563859,4.9200273,1.427203
